,Unnamed: 0,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed,abstract_clean,title_clean
51,1048287,1811.03654,Yang Liu,"Nripsuta Saxena, Karen Huang, Evan DeFilippis, Goran Radanovic, David
  Parkes, Yang Liu","How Do Fairness Definitions Fare? Examining Public Attitudes Towards
  Algorithmic Definitions of Fairness",To appear at AI Ethics and Society (AIES) 2019,,,,cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  What is the best way to define algorithmic fairness? While many definitions
of fairness have been proposed in the computer science literature, there is no
clear agreement over a particular definition. In this work, we investigate
ordinary people's perceptions of three of these fairness definitions. Across
two online experiments, we test which definitions people perceive to be the
fairest in the context of loan decisions, and whether fairness perceptions
change with the addition of sensitive information (i.e., race of the loan
applicants). Overall, one definition (calibrated fairness) tends to be more
preferred than the others, and the results also provide support for the
principle of affirmative action.
","[{'version': 'v1', 'created': 'Thu, 8 Nov 2018 19:21:14 GMT'}, {'version': 'v2', 'created': 'Sun, 27 Jan 2019 19:56:07 GMT'}]",2019-01-29,"[['Saxena', 'Nripsuta', ''], ['Huang', 'Karen', ''], ['DeFilippis', 'Evan', ''], ['Radanovic', 'Goran', ''], ['Parkes', 'David', ''], ['Liu', 'Yang', '']]","['best', 'way', 'define', 'algorithmic_fairness', 'many_definitions', 'fairness', 'propose', 'computer_science', 'literature', 'clear', 'agreement', 'particular', 'definition', 'work', 'investigate', 'ordinary', 'people', 'perceptions', 'three', 'fairness', 'definitions', 'across', 'two', 'online', 'experiment', 'test', 'definitions', 'people', 'perceive', 'fairest', 'context', 'loan', 'decisions', 'whether', 'fairness', 'perceptions', 'change', 'addition', 'sensitive_information', 'e', 'race', 'loan', 'applicants', 'overall', 'one', 'definition', 'calibrate', 'fairness', 'tend', 'prefer', 'others', 'result', 'also', 'provide', 'support', 'principle', 'affirmative', 'action']","['fairness', 'definitions', 'fare', 'examine', 'public', 'attitudes', 'towards', 'algorithmic', 'definitions', 'fairness']"
52,1050210,1811.05577,Pedro Saleiro,"Pedro Saleiro, Benedict Kuester, Loren Hinkson, Jesse London, Abby
  Stevens, Ari Anisfeld, Kit T. Rodolfa, Rayid Ghani",Aequitas: A Bias and Fairness Audit Toolkit,Aequitas website: http://dsapp.uchicago.edu/aequitas,,,,cs.LG cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recent work has raised concerns on the risk of unintended bias in AI systems
being used nowadays that can affect individuals unfairly based on race, gender
or religion, among other possible characteristics. While a lot of bias metrics
and fairness definitions have been proposed in recent years, there is no
consensus on which metric/definition should be used and there are very few
available resources to operationalize them. Therefore, despite recent
awareness, auditing for bias and fairness when developing and deploying AI
systems is not yet a standard practice. We present Aequitas, an open source
bias and fairness audit toolkit that is an intuitive and easy to use addition
to the machine learning workflow, enabling users to seamlessly test models for
several bias and fairness metrics in relation to multiple population
sub-groups. Aequitas facilitates informed and equitable decisions around
developing and deploying algorithmic decision making systems for both data
scientists, machine learning researchers and policymakers.
","[{'version': 'v1', 'created': 'Wed, 14 Nov 2018 00:34:01 GMT'}, {'version': 'v2', 'created': 'Mon, 29 Apr 2019 16:28:23 GMT'}]",2019-04-30,"[['Saleiro', 'Pedro', ''], ['Kuester', 'Benedict', ''], ['Hinkson', 'Loren', ''], ['London', 'Jesse', ''], ['Stevens', 'Abby', ''], ['Anisfeld', 'Ari', ''], ['Rodolfa', 'Kit T.', ''], ['Ghani', 'Rayid', '']]","['recent_work', 'raise_concern', 'risk', 'unintended_bias', 'ai_systems', 'use', 'nowadays', 'affect_individuals', 'unfairly', 'base', 'race_gender', 'religion', 'among', 'possible', 'characteristics', 'lot', 'bias', 'metrics', 'fairness', 'definitions', 'propose', 'recent_years', 'consensus', 'metric', 'definition', 'use', 'available', 'resources', 'operationalize', 'therefore', 'despite_recent', 'awareness', 'audit', 'bias', 'fairness', 'develop_deploy', 'ai_systems', 'yet', 'standard_practice', 'present', 'aequitas', 'open_source', 'bias', 'fairness', 'audit', 'toolkit', 'intuitive', 'easy', 'use', 'addition', 'machine_learn', 'workflow', 'enable', 'users', 'seamlessly', 'test', 'model', 'several', 'bias', 'fairness_metrics', 'relation', 'multiple', 'population', 'sub', 'group', 'aequitas', 'facilitate', 'inform', 'equitable_decisions', 'around', 'develop_deploy', 'algorithmic_decision', 'make_systems', 'data_scientists', 'machine_learn', 'researchers', 'policymakers']","['aequitas', 'bias', 'fairness', 'audit', 'toolkit']"
53,1051888,1811.07255,James Foulds,"James Foulds, Rashidul Islam, Kamrun Keya, Shimei Pan",Bayesian Modeling of Intersectional Fairness: The Variance of Bias,,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Intersectionality is a framework that analyzes how interlocking systems of
power and oppression affect individuals along overlapping dimensions including
race, gender, sexual orientation, class, and disability. Intersectionality
theory therefore implies it is important that fairness in artificial
intelligence systems be protected with regard to multi-dimensional protected
attributes. However, the measurement of fairness becomes statistically
challenging in the multi-dimensional setting due to data sparsity, which
increases rapidly in the number of dimensions, and in the values per dimension.
We present a Bayesian probabilistic modeling approach for the reliable,
data-efficient estimation of fairness with multi-dimensional protected
attributes, which we apply to two existing intersectional fairness metrics.
Experimental results on census data and the COMPAS criminal justice recidivism
dataset demonstrate the utility of our methodology, and show that Bayesian
methods are valuable for the modeling and measurement of fairness in an
intersectional context.
","[{'version': 'v1', 'created': 'Sun, 18 Nov 2018 01:54:24 GMT'}, {'version': 'v2', 'created': 'Tue, 10 Sep 2019 16:58:05 GMT'}]",2019-09-11,"[['Foulds', 'James', ''], ['Islam', 'Rashidul', ''], ['Keya', 'Kamrun', ''], ['Pan', 'Shimei', '']]","['intersectionality', 'framework', 'analyze', 'interlock', 'systems', 'power', 'oppression', 'affect_individuals', 'along', 'overlap', 'dimension_include', 'race_gender', 'sexual_orientation', 'class_disability', 'intersectionality', 'theory', 'therefore', 'imply', 'important', 'fairness', 'artificial_intelligence', 'systems', 'protect', 'regard', 'multi_dimensional', 'protect_attribute', 'however', 'measurement', 'fairness', 'become', 'statistically', 'challenge', 'multi_dimensional', 'set', 'due', 'data', 'sparsity', 'increase', 'rapidly', 'number', 'dimension', 'value', 'per', 'dimension', 'present', 'bayesian', 'probabilistic_model', 'approach', 'reliable', 'data', 'efficient', 'estimation', 'fairness', 'multi_dimensional', 'protect_attribute', 'apply', 'two', 'exist', 'intersectional_fairness', 'metrics', 'experimental_result', 'census', 'data', 'compas_criminal', 'justice', 'recidivism_dataset', 'demonstrate_utility', 'methodology', 'show', 'bayesian', 'methods', 'valuable', 'model', 'measurement', 'fairness', 'intersectional', 'context']","['bayesian', 'model', 'intersectional', 'fairness', 'variance', 'bias']"
54,1054593,1811.0996,Jack Fitzsimons,"Jack Fitzsimons, Michael Osborne and Stephen Roberts",Intersectionality: Multiple Group Fairness in Expectation Constraints,"NeurIPS (previously NIPS) 2018, Workshop on Ethical, Social and
  Governance Issues in AI",,,,stat.ML cs.AI cs.CY cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Group fairness is an important concern for machine learning researchers,
developers, and regulators. However, the strictness to which models must be
constrained to be considered fair is still under debate. The focus of this work
is on constraining the expected outcome of subpopulations in kernel regression
and, in particular, decision tree regression, with application to random
forests, boosted trees and other ensemble models. While individual constraints
were previously addressed, this work addresses concerns about incorporating
multiple constraints simultaneously. The proposed solution does not affect the
order of computational or memory complexity of the decision trees and is easily
integrated into models post training.
","[{'version': 'v1', 'created': 'Sun, 25 Nov 2018 06:31:13 GMT'}]",2018-11-27,"[['Fitzsimons', 'Jack', ''], ['Osborne', 'Michael', ''], ['Roberts', 'Stephen', '']]","['group', 'fairness', 'important_concern', 'machine_learn', 'researchers_developers', 'regulators', 'however', 'strictness', 'model', 'must', 'constrain', 'consider', 'fair', 'still_debate', 'focus', 'work', 'constrain', 'expect', 'outcome', 'subpopulations', 'kernel_regression', 'particular', 'decision_tree', 'regression', 'application', 'random_forest', 'boost_tree', 'ensemble', 'model', 'individual', 'constraints', 'previously', 'address', 'work', 'address_concern', 'incorporate', 'multiple', 'constraints', 'simultaneously', 'propose', 'solution', 'affect', 'order', 'computational', 'memory', 'complexity', 'decision_tree', 'easily', 'integrate', 'model', 'post', 'train']","['intersectionality', 'multiple', 'group', 'fairness', 'expectation', 'constraints']"
55,1054737,1811.10104,Ben Hutchinson,Ben Hutchinson and Margaret Mitchell,50 Years of Test (Un)fairness: Lessons for Machine Learning,"FAT* '19: Conference on Fairness, Accountability, and Transparency
  (FAT* '19), January 29--31, 2019, Atlanta, GA, USA",,10.1145/3287560.3287600,,cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Quantitative definitions of what is unfair and what is fair have been
introduced in multiple disciplines for well over 50 years, including in
education, hiring, and machine learning. We trace how the notion of fairness
has been defined within the testing communities of education and hiring over
the past half century, exploring the cultural and social context in which
different fairness definitions have emerged. In some cases, earlier definitions
of fairness are similar or identical to definitions of fairness in current
machine learning research, and foreshadow current formal work. In other cases,
insights into what fairness means and how to measure it have largely gone
overlooked. We compare past and current notions of fairness along several
dimensions, including the fairness criteria, the focus of the criteria (e.g., a
test, a model, or its use), the relationship of fairness to individuals,
groups, and subgroups, and the mathematical method for measuring fairness
(e.g., classification, regression). This work points the way towards future
research and measurement of (un)fairness that builds from our modern
understanding of fairness while incorporating insights from the past.
","[{'version': 'v1', 'created': 'Sun, 25 Nov 2018 21:48:19 GMT'}, {'version': 'v2', 'created': 'Mon, 3 Dec 2018 23:18:49 GMT'}]",2018-12-05,"[['Hutchinson', 'Ben', ''], ['Mitchell', 'Margaret', '']]","['quantitative', 'definitions', 'unfair', 'fair', 'introduce', 'multiple', 'discipline', 'well', 'years', 'include', 'education_hire', 'machine_learn', 'trace', 'notion', 'fairness', 'define', 'within', 'test', 'communities', 'education_hire', 'past', 'half', 'century', 'explore', 'cultural', 'social_context', 'different', 'fairness', 'definitions', 'emerge', 'case', 'earlier', 'definitions', 'fairness', 'similar', 'identical', 'definitions', 'fairness', 'current', 'machine_learn', 'research', 'foreshadow', 'current', 'formal', 'work', 'case', 'insights', 'fairness', 'mean', 'measure', 'largely', 'go', 'overlook', 'compare', 'past', 'current', 'notions', 'fairness', 'along', 'several', 'dimension_include', 'fairness_criteria', 'focus', 'criteria', 'e_g', 'test', 'model', 'use', 'relationship_fairness', 'individuals', 'group', 'subgroups', 'mathematical', 'method_measure', 'fairness', 'e_g', 'classification_regression', 'work', 'point', 'way', 'towards', 'future_research', 'measurement', 'un', 'fairness', 'build', 'modern', 'understand', 'fairness', 'incorporate', 'insights', 'past']","['years', 'test', 'un', 'fairness', 'lessons', 'machine', 'learn']"
56,1055303,1811.1067,Shari Trewin,Shari Trewin,AI Fairness for People with Disabilities: Point of View,,,,,cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider how fair treatment in society for people with disabilities might
be impacted by the rise in the use of artificial intelligence, and especially
machine learning methods. We argue that fairness for people with disabilities
is different to fairness for other protected attributes such as age, gender or
race. One major difference is the extreme diversity of ways disabilities
manifest, and people adapt. Secondly, disability information is highly
sensitive and not always shared, precisely because of the potential for
discrimination. Given these differences, we explore definitions of fairness and
how well they work in the disability space. Finally, we suggest ways of
approaching fairness for people with disabilities in AI applications.
","[{'version': 'v1', 'created': 'Mon, 26 Nov 2018 20:11:30 GMT'}]",2018-11-28,"[['Trewin', 'Shari', '']]","['consider', 'fair', 'treatment', 'society', 'people_disabilities', 'might', 'impact', 'rise', 'use', 'artificial_intelligence', 'especially', 'machine_learn', 'methods', 'argue', 'fairness', 'people_disabilities', 'different', 'fairness', 'protect_attribute', 'age_gender', 'race', 'one', 'major', 'difference', 'extreme', 'diversity', 'ways', 'disabilities', 'manifest', 'people', 'adapt', 'secondly', 'disability', 'information', 'highly', 'sensitive', 'always', 'share', 'precisely', 'potential_discrimination', 'give', 'differences', 'explore', 'definitions', 'fairness', 'well', 'work', 'disability', 'space', 'finally', 'suggest', 'ways', 'approach', 'fairness', 'people_disabilities', 'ai', 'applications']","['ai', 'fairness', 'people', 'disabilities', 'point', 'view']"
57,1060147,1812.02573,Osbert Bastani,"Osbert Bastani, Xin Zhang, Armando Solar-Lezama",Probabilistic Verification of Fairness Properties via Concentration,,,,,cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  As machine learning systems are increasingly used to make real world legal
and financial decisions, it is of paramount importance that we develop
algorithms to verify that these systems do not discriminate against minorities.
We design a scalable algorithm for verifying fairness specifications. Our
algorithm obtains strong correctness guarantees based on adaptive concentration
inequalities; such inequalities enable our algorithm to adaptively take samples
until it has enough data to make a decision. We implement our algorithm in a
tool called VeriFair, and show that it scales to large machine learning models,
including a deep recurrent neural network that is more than five orders of
magnitude larger than the largest previously-verified neural network. While our
technique only gives probabilistic guarantees due to the use of random samples,
we show that we can choose the probability of error to be extremely small.
","[{'version': 'v1', 'created': 'Sun, 2 Dec 2018 19:54:38 GMT'}, {'version': 'v2', 'created': 'Mon, 30 Dec 2019 17:07:59 GMT'}]",2020-01-01,"[['Bastani', 'Osbert', ''], ['Zhang', 'Xin', ''], ['Solar-Lezama', 'Armando', '']]","['machine_learn', 'systems_increasingly', 'use', 'make', 'real_world', 'legal', 'financial', 'decisions', 'paramount_importance', 'develop', 'algorithms', 'verify', 'systems_discriminate', 'minorities', 'design', 'scalable', 'algorithm', 'verify', 'fairness', 'specifications', 'algorithm_obtain', 'strong', 'correctness', 'guarantee', 'base', 'adaptive', 'concentration', 'inequalities', 'inequalities', 'enable', 'algorithm', 'adaptively', 'take', 'sample', 'enough', 'data', 'make', 'decision', 'implement', 'algorithm', 'tool', 'call', 'verifair', 'show', 'scale', 'large', 'machine_learn', 'model', 'include', 'deep', 'recurrent', 'neural_network', 'five', 'order', 'magnitude', 'larger', 'largest', 'previously', 'verify', 'neural_network', 'technique', 'give', 'probabilistic_guarantee', 'due', 'use', 'random', 'sample', 'show', 'choose', 'probability', 'error', 'extremely', 'small']","['probabilistic', 'verification', 'fairness', 'properties', 'via', 'concentration']"
58,1061792,1812.04218,Jiaming Song,"Jiaming Song, Pratyusha Kalluri, Aditya Grover, Shengjia Zhao, Stefano
  Ermon",Learning Controllable Fair Representations,"AISTATS 2019, fixed a typo",,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Learning data representations that are transferable and are fair with respect
to certain protected attributes is crucial to reducing unfair decisions while
preserving the utility of the data. We propose an information-theoretically
motivated objective for learning maximally expressive representations subject
to fairness constraints. We demonstrate that a range of existing approaches
optimize approximations to the Lagrangian dual of our objective. In contrast to
these existing approaches, our objective allows the user to control the
fairness of the representations by specifying limits on unfairness. Exploiting
duality, we introduce a method that optimizes the model parameters as well as
the expressiveness-fairness trade-off. Empirical evidence suggests that our
proposed method can balance the trade-off between multiple notions of fairness
and achieves higher expressiveness at a lower computational cost.
","[{'version': 'v1', 'created': 'Tue, 11 Dec 2018 04:44:48 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Feb 2019 09:30:21 GMT'}, {'version': 'v3', 'created': 'Sat, 14 Mar 2020 10:12:56 GMT'}]",2020-03-17,"[['Song', 'Jiaming', ''], ['Kalluri', 'Pratyusha', ''], ['Grover', 'Aditya', ''], ['Zhao', 'Shengjia', ''], ['Ermon', 'Stefano', '']]","['learn', 'data', 'representations', 'transferable', 'fair_respect', 'certain_protect', 'attribute', 'crucial', 'reduce', 'unfair', 'decisions', 'preserve_utility', 'data', 'propose', 'information', 'theoretically', 'motivate', 'objective', 'learn', 'maximally', 'expressive', 'representations', 'subject', 'fairness_constraints', 'demonstrate', 'range', 'exist', 'approach', 'optimize', 'approximations', 'lagrangian', 'dual', 'objective', 'contrast', 'exist', 'approach', 'objective', 'allow', 'user', 'control', 'fairness', 'representations', 'specify', 'limit', 'unfairness', 'exploit', 'duality', 'introduce', 'method', 'optimize', 'model_parameters', 'well', 'expressiveness', 'fairness', 'trade', 'empirical_evidence', 'suggest', 'propose_method', 'balance', 'trade', 'multiple', 'notions', 'fairness', 'achieve_higher', 'expressiveness', 'lower', 'computational', 'cost']","['learn', 'controllable', 'fair', 'representations']"
59,1074109,1901.04562,Alex Beutel,"Alex Beutel, Jilin Chen, Tulsee Doshi, Hai Qian, Allison Woodruff,
  Christine Luu, Pierre Kreitmann, Jonathan Bischof, Ed H. Chi","Putting Fairness Principles into Practice: Challenges, Metrics, and
  Improvements",,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  As more researchers have become aware of and passionate about algorithmic
fairness, there has been an explosion in papers laying out new metrics,
suggesting algorithms to address issues, and calling attention to issues in
existing applications of machine learning. This research has greatly expanded
our understanding of the concerns and challenges in deploying machine learning,
but there has been much less work in seeing how the rubber meets the road.
  In this paper we provide a case-study on the application of fairness in
machine learning research to a production classification system, and offer new
insights in how to measure and address algorithmic fairness issues. We discuss
open questions in implementing equality of opportunity and describe our
fairness metric, conditional equality, that takes into account distributional
differences. Further, we provide a new approach to improve on the fairness
metric during model training and demonstrate its efficacy in improving
performance for a real-world product
","[{'version': 'v1', 'created': 'Mon, 14 Jan 2019 21:02:29 GMT'}]",2019-01-16,"[['Beutel', 'Alex', ''], ['Chen', 'Jilin', ''], ['Doshi', 'Tulsee', ''], ['Qian', 'Hai', ''], ['Woodruff', 'Allison', ''], ['Luu', 'Christine', ''], ['Kreitmann', 'Pierre', ''], ['Bischof', 'Jonathan', ''], ['Chi', 'Ed H.', '']]","['researchers', 'become', 'aware', 'passionate', 'algorithmic_fairness', 'explosion', 'paper', 'lay', 'new_metrics', 'suggest', 'algorithms', 'address_issue', 'call', 'attention', 'issue', 'exist', 'applications', 'machine_learn', 'research', 'greatly', 'expand', 'understand', 'concern', 'challenge', 'deploy', 'machine_learn', 'much', 'less', 'work', 'see', 'rubber', 'meet', 'road', 'paper', 'provide', 'case_study', 'application', 'fairness', 'machine_learn', 'research', 'production', 'classification_system', 'offer_new', 'insights', 'measure', 'address_algorithmic', 'fairness', 'issue', 'discuss', 'open_question', 'implement', 'equality_opportunity', 'describe', 'fairness', 'metric', 'conditional', 'equality_take', 'account', 'distributional', 'differences', 'provide', 'new', 'approach', 'improve', 'fairness', 'metric', 'model', 'train', 'demonstrate_efficacy', 'improve_performance', 'real_world', 'product']","['put', 'fairness', 'principles', 'practice', 'challenge', 'metrics', 'improvements']"
60,1080384,1901.10837,Ziyuan Zhong,"Alexandre Louis Lamy, Ziyuan Zhong, Aditya Krishna Menon, Nakul Verma",Noise-tolerant fair classification,,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fairness-aware learning involves designing algorithms that do not
discriminate with respect to some sensitive feature (e.g., race or gender).
Existing work on the problem operates under the assumption that the sensitive
feature available in one's training sample is perfectly reliable. This
assumption may be violated in many real-world cases: for example, respondents
to a survey may choose to conceal or obfuscate their group identity out of fear
of potential discrimination. This poses the question of whether one can still
learn fair classifiers given noisy sensitive features. In this paper, we answer
the question in the affirmative: we show that if one measures fairness using
the mean-difference score, and sensitive features are subject to noise from the
mutually contaminated learning model, then owing to a simple identity we only
need to change the desired fairness-tolerance. The requisite tolerance can be
estimated by leveraging existing noise-rate estimators from the label noise
literature. We finally show that our procedure is empirically effective on two
case-studies involving sensitive feature censoring.
","[{'version': 'v1', 'created': 'Wed, 30 Jan 2019 14:11:05 GMT'}, {'version': 'v2', 'created': 'Mon, 17 Jun 2019 18:08:36 GMT'}, {'version': 'v3', 'created': 'Tue, 10 Dec 2019 07:07:43 GMT'}, {'version': 'v4', 'created': 'Thu, 9 Jan 2020 14:44:05 GMT'}]",2020-01-10,"[['Lamy', 'Alexandre Louis', ''], ['Zhong', 'Ziyuan', ''], ['Menon', 'Aditya Krishna', ''], ['Verma', 'Nakul', '']]","['fairness_aware', 'learn', 'involve', 'design', 'algorithms', 'discriminate', 'respect_sensitive', 'feature_e', 'g', 'race_gender', 'exist', 'work', 'problem', 'operate', 'assumption', 'sensitive_feature', 'available', 'one', 'train_sample', 'perfectly', 'reliable', 'assumption', 'may', 'violate', 'many', 'real_world', 'case', 'example', 'respondents', 'survey', 'may', 'choose', 'conceal', 'obfuscate', 'group', 'identity', 'fear', 'potential_discrimination', 'pose', 'question', 'whether', 'one', 'still', 'learn', 'fair_classifiers', 'give', 'noisy', 'sensitive_feature', 'paper', 'answer_question', 'affirmative', 'show', 'one', 'measure', 'fairness', 'use', 'mean_difference', 'score', 'sensitive_feature', 'subject', 'noise', 'mutually', 'contaminate', 'learn', 'model', 'owe', 'simple', 'identity', 'need', 'change', 'desire', 'fairness', 'tolerance', 'requisite', 'tolerance', 'estimate', 'leverage', 'exist', 'noise', 'rate', 'estimators', 'label', 'noise', 'literature', 'finally', 'show', 'procedure', 'empirically', 'effective', 'two', 'case_study', 'involve', 'sensitive_feature', 'censor']","['noise', 'tolerant', 'fair', 'classification']"
61,1088907,1902.07823,Huang Lingxiao,Lingxiao Huang and Nisheeth K. Vishnoi,Stable and Fair Classification,,,,,cs.LG cs.AI cs.CY cs.DS stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fair classification has been a topic of intense study in machine learning,
and several algorithms have been proposed towards this important task. However,
in a recent study, Friedler et al. observed that fair classification algorithms
may not be stable with respect to variations in the training dataset -- a
crucial consideration in several real-world applications. Motivated by their
work, we study the problem of designing classification algorithms that are both
fair and stable. We propose an extended framework based on fair classification
algorithms that are formulated as optimization problems, by introducing a
stability-focused regularization term. Theoretically, we prove a stability
guarantee, that was lacking in fair classification algorithms, and also provide
an accuracy guarantee for our extended framework. Our accuracy guarantee can be
used to inform the selection of the regularization parameter in our framework.
To the best of our knowledge, this is the first work that combines stability
and fairness in automated decision-making tasks. We assess the benefits of our
approach empirically by extending several fair classification algorithms that
are shown to achieve the best balance between fairness and accuracy over the
Adult dataset. Our empirical results show that our framework indeed improves
the stability at only a slight sacrifice in accuracy.
","[{'version': 'v1', 'created': 'Thu, 21 Feb 2019 00:56:14 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Feb 2019 14:15:32 GMT'}, {'version': 'v3', 'created': 'Mon, 13 May 2019 16:22:18 GMT'}, {'version': 'v4', 'created': 'Wed, 9 Sep 2020 12:32:22 GMT'}]",2020-09-10,"[['Huang', 'Lingxiao', ''], ['Vishnoi', 'Nisheeth K.', '']]","['fair_classification', 'topic', 'intense', 'study', 'machine_learn', 'several', 'algorithms', 'propose', 'towards', 'important', 'task', 'however', 'recent_study', 'friedler', 'et_al', 'observe', 'fair_classification', 'algorithms', 'may', 'stable', 'respect', 'variations', 'train', 'dataset', 'crucial', 'consideration', 'several_real', 'world_applications', 'motivate', 'work', 'study_problem', 'design', 'classification_algorithms', 'fair', 'stable', 'propose', 'extend_framework', 'base', 'fair_classification', 'algorithms', 'formulate_optimization', 'problems', 'introduce', 'stability', 'focus', 'regularization_term', 'theoretically', 'prove', 'stability', 'guarantee', 'lack', 'fair_classification', 'algorithms', 'also', 'provide', 'accuracy_guarantee', 'extend_framework', 'accuracy_guarantee', 'use', 'inform', 'selection', 'regularization', 'parameter', 'framework', 'best_knowledge', 'first', 'work', 'combine', 'stability', 'fairness', 'automate_decision', 'make', 'task', 'assess', 'benefit_approach', 'empirically', 'extend', 'several', 'fair_classification', 'algorithms', 'show', 'achieve', 'best', 'balance', 'fairness', 'accuracy', 'adult', 'dataset', 'empirical_result', 'show', 'framework', 'indeed_improve', 'stability', 'slight', 'sacrifice', 'accuracy']","['stable', 'fair', 'classification']"
62,1089367,1902.08283,Babak Salimi,"Babak Salimi, Luke Rodriguez, Bill Howe, Dan Suciu",Capuchin: Causal Database Repair for Algorithmic Fairness,,"Proceedings of the 2019 International Conference on Management of
  Data. ACM, 2019",,,cs.DB cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fairness is increasingly recognized as a critical component of machine
learning systems. However, it is the underlying data on which these systems are
trained that often reflect discrimination, suggesting a database repair
problem. Existing treatments of fairness rely on statistical correlations that
can be fooled by statistical anomalies, such as Simpson's paradox. Proposals
for causality-based definitions of fairness can correctly model some of these
situations, but they require specification of the underlying causal models. In
this paper, we formalize the situation as a database repair problem, proving
sufficient conditions for fair classifiers in terms of admissible variables as
opposed to a complete causal model. We show that these conditions correctly
capture subtle fairness violations. We then use these conditions as the basis
for database repair algorithms that provide provable fairness guarantees about
classifiers trained on their training labels. We evaluate our algorithms on
real data, demonstrating improvement over the state of the art on multiple
fairness metrics proposed in the literature while retaining high utility.
","[{'version': 'v1', 'created': 'Thu, 21 Feb 2019 22:13:29 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Feb 2019 00:20:52 GMT'}, {'version': 'v3', 'created': 'Mon, 15 Jul 2019 23:34:33 GMT'}, {'version': 'v4', 'created': 'Mon, 22 Jul 2019 01:35:59 GMT'}, {'version': 'v5', 'created': 'Tue, 1 Oct 2019 19:37:23 GMT'}]",2019-10-04,"[['Salimi', 'Babak', ''], ['Rodriguez', 'Luke', ''], ['Howe', 'Bill', ''], ['Suciu', 'Dan', '']]","['fairness', 'increasingly', 'recognize', 'critical', 'component_machine', 'learn', 'systems', 'however', 'underlie', 'data', 'systems', 'train', 'often_reflect', 'discrimination', 'suggest', 'database_repair', 'problem', 'exist', 'treatments', 'fairness', 'rely', 'statistical', 'correlations', 'fool', 'statistical', 'anomalies', 'simpson', 'paradox', 'proposals', 'causality_base', 'definitions', 'fairness', 'correctly', 'model', 'situations', 'require', 'specification', 'underlie_causal', 'model', 'paper', 'formalize', 'situation', 'database_repair', 'problem', 'prove', 'sufficient', 'condition', 'fair_classifiers', 'term', 'admissible', 'variables', 'oppose', 'complete', 'causal_model', 'show', 'condition', 'correctly', 'capture', 'subtle', 'fairness_violations', 'use', 'condition', 'basis', 'database_repair', 'algorithms', 'provide', 'provable', 'fairness', 'guarantee', 'classifiers_train', 'train_label', 'evaluate', 'algorithms', 'real', 'data', 'demonstrate_improvement', 'state_art', 'multiple', 'fairness_metrics', 'propose', 'literature', 'retain', 'high_utility']","['capuchin', 'causal', 'database', 'repair', 'algorithmic', 'fairness']"
